tweet,label
coronavirus 7trn could lost world economy due pandemic say oecd <url>,1
text claiming covid 19 transmitted mosquito,0
upside covid 19 pension fund solvent <url>,0
mitch mcconnell say senate vote coronavirus stimulus plan soon week <url>,0
see way pulled trump xi corona virus attack plan created virus fort detrick bio weapon lab brought wuhan bio weapon lab ... attacked usa china europe ... prove execution,0
shaheen bagh protest india claimed coronavirus,0
japanese nobel prize medicine tasuku honjo claimed social medium coronavirus natural china made wuhan lab worked several year,0
last week rapid response team worked gombe ondo kogi abia osun state ass public health emergency operation centre pheoc aim exercise make state pheocs fit purpose prevent mitigate public health emergency <url>,1
sick covid19 public health worker may contact check health discus contact ask stay home self-isolate already answer call slow the spread <url> <url>,1
new york coronavirus hospitalization fall lowest number four month <url>,0
video show first infected patient covid 19 dhanbad hospital,0
rt <user> update covid19 118 laboratory included <user> network covid 19 testing capacity te,1
india fights corona average daily test registered 3.2 time expansion third week july 326971 first week september 1046470 <url>,1
average test per million per day increased 237 second week july 758 first week september per <user> advice country need conduct 140 test per day per million population comprehensive surveillance suspect case <url>,1
end one highlight day state reported 800k test first time that's still half number daily test currently recommended <user> <url>,1
say wearing face mask harmful health going without one,0
overall number test came back positive today 7.7 highest number since may 10 south west driving number <url>,1
forget join u tomorrow 2 p et webinar covid19 associated vte risk consideration late pre-register <url> <url>,1
rt <user> covid update fight covid 19 since january 2020 india crossed another peak cumulative test h,1
one thing note hospitalization data new jersey illinois california including different set people number reporting lower number available ca break confirmed suspected covid 19 case,1
new nipah virus deadlier covid 19 according,0
coronavirus briton braced covid restriction lasting year ons study find <url>,1
daily update published state reported 836k test 44k case 863 death hospitalization remain around 30k <url>,1
rt <user> sorrowful outburst longtime fan see idol ill-informed uninterested fact new coronavirus,0
dr vk srinivas vice-president bharath biotech taking first injection covid 19 vaccine confidence product,0
reported nc dhhs telling hospital decide elective surgery eligible receive ppe state heavy hand government hope secretary cohen reverse course nc dhhs covid19nc nc pol,0
covid affect patient cancer differently based type age gender use chemo <url>,1
also note expert say broad testing optimal strategy stage local outbreak long term testing remains important strategy understanding resolving crisis,1
<user> <user> <user> 100 positive day usually state reporting negative cadence positive we've seen lot state recently <user>,1
corona virus claim black belt chuck norris dead 80,0
general donald trump charge coronavirus <url> china wuhan,0
rt <user> :black_small_square: highest ever 56383 recovery 8.3 lakh test conducted single day :black_small_square: 3 crore n95 mask 1.28 crore p,1
59 positive coronavirus case nagpur along three doctor one ventilator,0
year's list considered covid-specific metric including social distancing surge capacity <url> <url>,1
shifting anyone government's new emergency covid 19 law full <url>,0
india fights corona :round_pushpin: metro rail metro allowed operate effect 7th september 2020 :backhand_index_pointing_down: stay safe india will win unlock 4 <url>,1
philippine bagong alyansang makabayan bayan secretary general renato reyes spotted panic buying r branch,0
audio message list five way people prevent novel coronavirus,0
<user> posted new number missing private lab going hurt transparency quite severely think <user>,1
latest update <user> 2 new case covid 19 report managed isolation facility new zealand today <url>,1
69000 new case reported india confirmed case tally rose 28.3 lakh union minister gajendra singh shekhawat tested positive coronavirus 21 official involved rescue operation kerala plane crash contracted coronavirus covid 19 <url>,0
six new case covid19 reported nigeria 2 kwara 2 edo 1 river 1 fct 09:30 pm 6th april 238 confirmed case covid19 reported nigeria thirty-five discharged five death <url>,1
correction missouri recently changed way reported case followed change mistakenly used older method today initially made seem like state case regret error,1
10-12 jan published package guidance document country covering topic related management new disease outbreak finding testing disease caring patient infection prevention control measure protect health workers <user>,1
people lying ground china contracted coronavirus,0
daily update published tracked 13.4 million test 344k yesterday substantially 7 day average note track test state report detail see <url> <url>,1
good news report well 7 day new-case average declining four major hotspot state az ca fl tx <url>,1
video covid 19 patient nearly buried alive kenya,0
america vaccinating cattle coronavirus year yet news tell new gunna kill go buy mask,0
little boy died covid 19 three different country still believe medium fake news �,0
india fights corona :round_pushpin: epidemic disease amendment ordinance 2020 :right_arrow: attack doctor health worker grave offence :right_arrow: jail term term 7 year fine upto r 5 lakh :right_arrow: case investigated within 30 day verdict within year stay safe <url>,1
people going door door colorado spring stating covid testing rob people �,0
muslim man dehradun spitting spread coronavirus,0
four color mean :red_circle: red active imminent outbreak :orange_circle: orange risk second spike major gap least one metric :yellow_circle: yellow meet standard containment :green_circle: green track containment,1
update <user> ​ today 1 new case covid 19 report managed isolation facility nz ​ 81 day since last case covid 19 acquired locally unknown source total number active case 27,1
whether country high rate childhood vaccine hit hardest coronavirus,0
daily update published state reported 762k test 44k case death toll today 1014 <url>,1
joe diffie death labeled covid 19 death �,0
nigeria covid19 case fatality ratio 2.8 june le country within outside africa may attributable young population people tested positive disease age 31-40 year male affected female <url>,1
